23,3,750
21,3,750
23,2,500
21,1,250
21,1,-999
21,1,250
21,1,250
21,1,250
21,1,250
21,1,250
21,1,-999
21,1,250
21,1,250
21,1,250
21,1,-999
21,5,1250
23,4,1000
21,4,1000
22,1,250
11,2,500
23,5,1250
23,3,-999
23,3,750
14,3,750
21,2,500
26,5,1250
23,6,1500
23,1,250
23,1,-999
23,1,250
23,1,250
23,1,250
23,1,250
23,1,250
23,1,250
23,4,1000
21,6,1500
23,3,750
21,2,500
21,3,750
16,2,500
21,3,750
23,4,1000
23,3,750
23,2,500
35,3,750
38,1,-999
38,1,250
40,1,250
74,1,250
2,43,10750
6,22,5500
2,34,8500
2,44,11000
0,26,6500
2,41,10250
3,21,5250
2,11,2750
2,21,5250
2,13,3250
4,4,1000
2,11,2750
2,11,-999
3,14,3500
4,16,4000
4,6,1500
3,5,1250
4,33,8250
3,10,2500
4,10,2500
2,11,2750
2,11,-999
4,13,3250
1,10,2500
4,9,2250
2,4,1000
2,5,1250
2,15,3750
5,24,6000
2,6,1500
4,5,1250
2,4,-999
4,8,2000
2,4,1000
2,6,1500
4,5,1250
2,7,1750
2,6,1500
2,8,2000
2,2,500
2,6,1500
2,10,2500
4,16,4000
4,2,500
1,14,3500
4,2,500
7,14,3500
2,3,750
2,12,3000
4,7,1750
4,4,1000
2,6,1500
4,6,1500
2,3,750
2,4,-999
4,4,1000
5,6,1500
4,6,1500
14,5,1250
3,8,2000
4,11,2750
4,9,2250
4,16,4000
7,10,2500
4,14,3500
2,9,2250
4,6,1500
4,9,2250
4,6,-999
2,6,1500
2,6,1500
4,2,500
2,2,500
2,2,-999
2,2,500
4,6,1500
3,4,1000
9,9,2250
11,5,1250
2,3,750
2,1,250
2,1,250
2,1,250
2,1,-999
2,1,250
2,1,-999
2,1,250
2,1,250
2,1,250
2,1,250
2,1,250
11,11,2750
2,3,750
9,11,2750
5,11,2750
3,5,1250
3,1,250
4,6,1500
2,3,750
12,11,2750
2,2,500
4,6,1500
9,3,750
14,8,2000
4,2,500
4,11,2750
2,7,-999
2,7,1750
4,1,250
4,1,-999
4,1,250
4,1,250
4,1,250
4,1,-999
4,1,250
4,1,250
4,1,250
4,1,250
4,1,250
4,1,-999
4,7,1750
4,1,250
4,4,1000
11,6,1500
13,3,750
7,5,1250
9,9,2250
11,2,500
2,5,1250
7,11,2750
8,9,2250
2,2,500
6,3,750
12,15,3750
13,3,750
11,16,4000
4,5,1250
14,7,1750
11,4,1000
7,9,2250
11,8,2000
7,5,1250
11,6,1500
10,5,1250
14,2,500
14,2,500
14,2,500
2,2,500
11,3,750
14,8,2000
9,1,250
16,5,1250
14,4,1000
4,2,500
14,3,750
16,16,4000
4,2,500
14,8,2000
11,3,750
14,7,1750
15,5,1250
16,2,500
16,3,750
11,8,2000
11,1,250
11,1,250
11,1,250
11,1,250
11,1,250
2,3,750
2,3,750
16,4,1000
16,15,3750
16,14,3500
16,10,2500
16,3,750
14,3,750
23,19,4750
11,7,1750
14,3,750
20,14,3500
4,2,500
11,2,500
11,3,750
16,4,1000
21,7,1750
13,7,1750
16,6,1500
14,3,750
14,1,250
14,1,250
14,1,250
14,1,250
14,1,250
14,1,250
17,7,1750
14,3,750
14,3,750
16,7,1750
21,2,500
16,3,750
16,1,250
16,1,250
16,1,250
16,1,250
16,1,250
14,2,500
11,4,1000
11,2,500
21,6,1500
23,2,500
23,6,1500
14,2,500
16,6,1500
16,4,1000
16,5,1250
21,2,500
21,3,750
21,3,750
23,8,2000
21,3,750
23,3,750
21,3,750
23,2,500
21,1,250
21,1,250
25,6,1500
21,1,250
21,1,250
23,3,750
21,2,500
14,3,750
23,1,250
23,1,250
23,1,250
23,1,250
23,1,250
23,1,250
23,1,250
23,4,1000
23,1,250
23,7,1750
16,3,750
23,2,500
21,2,500
23,3,750
39,1,250
72,1,250
5,62,4
4,56,4
4,64,1
4,32,2
5,48,?
5,59,4
4,52,1
4,63,4
5,67,4
5,61,4
5,59,4
5,52,4
4,35,4
5,77,3
5,71,4
5,63,4
4,38,2
5,72,4
4,76,4
4,53,3
4,67,4
5,69,2
4,54,1
2,35,2
5,68,4
4,68,4
4,67,2
3,39,1
4,44,2
4,33,1
4,60,?
4,58,1
4,31,1
3,23,1
5,56,4
4,69,2
6,63,1
4,65,1
4,44,2
4,62,3
4,67,4
4,56,2
4,52,3
4,43,1
4,41,4
4,42,3
3,46,1
5,55,4
5,58,4
5,87,4
4,66,2
0,72,4
5,60,4
5,83,4
4,31,2
4,53,2
4,64,2
5,31,4
5,62,4
4,56,2
5,58,4
4,67,1
5,75,4
5,65,3
5,74,3
4,59,2
4,57,4
4,76,3
4,63,1
4,44,1
4,42,3
4,35,3
5,65,4
4,70,2
4,48,1
4,74,1
6,40,?
4,63,1
5,60,4
5,86,4
4,27,1
4,71,4
5,85,4
4,51,3
6,72,4
5,52,4
4,66,2
5,71,4
4,42,2
4,64,4
4,41,2
4,50,2
4,30,1
4,67,1
5,62,4
4,46,2
4,35,1
4,53,1
4,59,2
4,19,3
5,86,2
4,72,2
4,37,2
4,46,3
4,45,1
4,48,4
4,58,4
4,42,1
4,56,2
4,47,2
4,49,4
5,76,2
5,62,4
5,64,4
5,53,4
4,70,4
5,55,4
4,34,4
5,76,4
4,39,1
2,23,1
4,19,1
5,65,4
4,57,2
5,41,4
4,36,4
4,62,3
4,69,2
4,41,3
3,51,2
5,50,3
4,47,4
4,54,4
5,52,4
4,30,1
3,48,4
5,?,4
4,65,2
4,50,1
5,65,4
5,66,4
6,41,3
5,72,3
4,42,1
4,80,4
0,45,2
4,41,1
4,72,3
4,60,4
5,67,4
4,55,2
4,61,3
4,55,3
4,52,4
4,42,1
5,63,4
4,62,4
4,46,1
4,65,2
4,57,3
4,66,4
4,45,1
4,77,4
4,35,1
4,50,4
4,57,4
4,74,3
4,59,4
4,51,1
4,42,3
4,35,2
4,42,1
4,43,2
4,62,4
4,27,2
5,?,4
4,57,4
4,59,2
5,40,3
4,20,1
5,74,4
4,22,1
4,57,4
4,57,4
4,55,2
4,62,2
4,54,1
4,71,1
4,65,3
4,68,4
4,64,1
4,54,2
4,48,4
4,58,4
5,58,3
4,70,1
5,70,1
4,59,2
4,57,2
4,53,4
4,54,4
4,53,2
11,5,1250
11,2,500
12,9,2250
9,1,-999
9,1,250
4,2,500
11,2,500
14,4,1000
11,9,2250
11,5,1250
15,16,4000
9,5,1250
11,4,1000
14,8,2000
16,7,1750
14,2,500
2,2,500
14,16,4000
14,4,1000
16,2,-999
14,7,1750
16,6,-999
16,6,1500
11,7,1750
16,2,500
16,3,750
11,3,-999
11,3,1750
11,1,250
9,3,750
14,4,1000
23,38,9500
11,6,1500
11,1,250
11,1,-999
11,1,250
11,1,250
11,1,250
11,1,-999
11,1,-999
11,1,250
11,2,500
11,5,1250
11,2,500
16,4,1000
4,2,500
16,6,1500
14,3,750
9,2,500
21,16,4000
14,6,1500
11,2,500
4,3,750
21,13,3250
11,6,1500
14,2,500
23,15,3750
14,4,1000
11,2,500
16,5,1250
4,2,500
14,3,750
4,2,500
9,4,1000
14,4,1000
11,3,750
14,5,1250
14,1,250
14,1,250
14,1,250
14,1,-999
14,1,250
14,1,250
14,1,250
14,1,250
14,7,1750
14,1,250
14,1,-999
9,3,750
14,7,1750
11,4,1000
11,4,1000
4,2,500
11,4,1000
